Inmateid,Bookingid,Last Admission Date,InmateLast,Inmatefirst,Gender,Race,Age at booking,Days in Custody from Last Admission Date,casedisposition,ChargeDescription,Statute,ChargeCrimeType,CurrentBond,TotalBond,City,Zip
1935192922,1398323438,2/19/16,,,Male,Black,29,102,Sentenced County Time,THEFT/DISP MERCH/<$300/PRECONV,720 ILCS 5/16-25(a)(1),Class 4 Felony,"$5,000 ","$5,000 ",Chicago,60608
1935196434,1398323439,2/19/16,,,Male,Black,19,102,Case Continued,AGG ROBBERY/INDICATE ARM W/FIR,720 ILCS 5/18-1(b)(1),Class 1 Felony,"$150,000 ","$400,000 ",CHICAGO,60636
1935196434,1398323439,2/19/16,,,Male,Black,19,102,Case Continued,ARMED ROBBERY/ARMED W/FIREARM,720 ILCS 5/18-2(a)(2),Class X Felony,"$250,000 ","$400,000 ",CHICAGO,60636
1935192527,1398323445,2/19/16,,,Male,Black,55,102,Case Continued,POSS CANNABIS/30-500 GRAM/1ST,720 ILCS 550/4(d),Class 4 Felony,"$500,000 ","$500,000 ",,
1935192527,1398323445,2/19/16,,,Male,Black,55,102,Case Continued,DRIVING RVK/SUSP DUI/SSS 10-14,625 ILCS 5/6-303(a),Class 3 Felony,$0 ,"$500,000 ",,
1935192527,1398323445,2/19/16,,,Male,Black,55,102,Case Continued,MURDER/INTENT TO KILL/INJURE,720 ILCS 5/9-1(a)(1),Class M Felony (Murder),$0 ,"$500,000 ",,
1935198663,1398323449,2/19/16,,,Female,Black,44,102,Case Continued,RET THEFT/DISP MERCH/>$300,720 ILCS 5/16-25(a)(1),Class 3 Felony,"$5,000 ","$5,000 ",Chicago,60644
1935198663,1398323449,2/19/16,,,Female,Black,44,102,Case Continued,"Violation, Modification, or Revocation of Probation",730 ILCS 5 5-6-4,,$0 ,"$5,000 ",Chicago,60644
1935199919,1398323458,2/19/16,,,Male,Black,52,102,Case Continued,FELON POSS/USE WEAPON/FIREARM,720 ILCS 5/24-1.1(a),Class 3 Felony,"$50,000 ","$50,000 ",Maywood,
1935196468,1398323470,2/19/16,,,Male,Black,29,102,Case Continued,"Violation, Modification, or Revocation of Probation",730 ILCS 5 5-6-4,,$0 ,$0 ,Riverdale,60827
1935194983,1398323472,2/19/16,,,Male,Hispanic White,54,102,Case Continued,"Violation, Modification, or Revocation of Probation",730 ILCS 5 5-6-4,,"$75,000 ","$75,000 ",Chgo,60647
1935196527,1398323477,2/19/16,,,Male,Black,28,102,Case Continued,MURDER/INTENT TO KILL/INJURE,720 ILCS 5/9-1(a)(1),Class M Felony (Murder),$0 ,"$1,500,000 ",CHGO,60651
1935192800,1398323478,2/19/16,,,Male,Black,27,102,Case Continued,VIOLATE SEX OFFENDER REGIS,730 ILCS 150/3(a),Class 3 Felony,"$250,000 ","$250,000 ",CHICAGO,60619
1935196851,1398323480,2/19/16,,,Male,Black,20,102,Case Continued,CRIMINAL TRESPASS TO VEHICLES,720 ILCS 5/21-2(a),Class A Misdemeanor,"$1,000 ","$1,001,000 ",CHICAGO,60624
1935196851,1398323480,2/19/16,,,Male,Black,20,102,Case Continued,MURDER/INTENT TO KILL/INJURE,720 ILCS 5/9-1(a)(1),Class M Felony (Murder),"$1,000,000 ","$1,001,000 ",CHICAGO,60624
1935194316,1398323485,2/19/16,,,Male,Black,35,102,Case Continued,AGG DUI/NO VALID DL,625 ILCS 5/11-501(a),Class 4 Felony,"$50,000 ","$50,000 ",Chicago,60612
1935192930,1398323678,2/20/16,,,Female,Black,26,101,Case Continued,AGG BATTERY/GREAT BODILY HARM,720 ILCS 5/12-3.05(a)(1),Class 3 Felony,"$750,000 ","$750,000 ",CHICAGO,60609
1935195967,1398323680,2/20/16,,,Female,White,47,101,Case Continued,CRIM DAMAGE TO PROPERTY <$300,720 ILCS 5/21-1(a)(1),Class A Misdemeanor,"$30,000 ","$530,000 ",elk grove,60007
1935195967,1398323680,2/20/16,,,Female,White,47,101,Case Continued,CAUSE CHILD TO BE ENDANGERED,720 ILCS 5/12C-5(a)(1),Class A Misdemeanor,$0 ,"$530,000 ",elk grove,60007
1935195967,1398323680,2/20/16,,,Female,White,47,101,Case Continued,VIOLATE ORDER PROTECTION,720 ILCS 5/12-3.4(a)(1),Class A Misdemeanor,"$500,000 ","$530,000 ",elk grove,60007
1935195967,1398323680,2/20/16,,,Female,White,47,101,Case Continued,VIO ORDER/PRIOR VIO OF ORDER,720 ILCS 5/12-30(a)(1),Class 4 Felony,$0 ,"$530,000 ",elk grove,60007
1935195967,1398323680,2/20/16,,,Female,White,47,101,Case Continued,Domestic Battery,720 ilcs 5/12-*3.2,,$0 ,"$530,000 ",elk grove,60007
1935197303,1398323682,2/20/16,,,Male,White,38,101,Case Continued,DOMESTIC BATTERY/BODILY HARM,720 ILCS 5/12-3.2(a)(1),Class A Misdemeanor,"$500,000 ","$525,000 ",des plaines,60018
1935197303,1398323682,2/20/16,,,Male,White,38,101,Case Continued,DOMESTIC BATTERY/BODILY HARM,720 ILCS 5/12-3.2(a)(1),Class A Misdemeanor,"$25,000 ","$525,000 ",des plaines,60018
1935199712,1398323683,2/20/16,,,Male,Black,20,101,Case Continued,ARMED ROBBERY/ARMED W/FIREARM,720 ILCS 5/18-2(a)(2),Class X Felony,"$100,000 ","$600,000 ",Lynwood,60411
1935196441,1398323686,2/20/16,,,Male,Latino,37,101,Case Continued,MURDER/INTENT TO KILL/INJURE,720 ILCS 5/9-1(a)(1),Class M Felony (Murder),"$1,000,000 ","$1,000,000 ",ALSIP,60803
1935193974,1398323688,2/20/16,,,Male,Black,24,101,Case Continued,AGG BATTERY/TRANSIT EMPLOYEE,720 ILCS 5/12-3.05(d)(7),Class 3 Felony,"$150,000 ","$150,000 ",Chicago,60613
1935193091,1398323689,2/20/16,,,Male,White,39,101,Case Continued,ESCAPE/VIOLATE ELEC MONITORING,730 ILCS 5/5-8A-4.1(a),Class 3 Felony,,"$120,000 ",Chicago,60623
1935193091,1398323689,2/20/16,,,Male,White,39,101,Joined Case,RET THEFT/DISP MERCH/>$300,720 ILCS 5/16-25(a)(1),Class 3 Felony,"$10,000 ","$120,000 ",Chicago,60623
1935193091,1398323689,2/20/16,,,Male,White,39,101,Joined Case,RETAIL THEFT/DISP MERCH/<$300,720 ILCS 5/16-25(a)(1),Class A Misdemeanor,"$10,000 ","$120,000 ",Chicago,60623
1935193091,1398323689,2/20/16,,,Male,White,39,101,EMI Bond,RETAIL THEFT/DISP MERCH/<$300,720 ILCS 5/16-25(a)(1),Class A Misdemeanor,"$10,000 ","$120,000 ",Chicago,60623
1935192873,1398323690,2/20/16,,,Male,Black,26,101,Case Continued,THEFT/DISP MERCH/<$300/PRECONV,720 ILCS 5/16-25(a)(1),Class 4 Felony,"$100,000 ","$850,000 ",Chicago,60621
1935192873,1398323690,2/20/16,,,Male,Black,26,101,Case Continued,ARMED ROBBERY/ARMED W/FIREARM,720 ILCS 5/18-2(a)(2),Class X Felony,"$750,000 ","$850,000 ",Chicago,60621
1935198084,1398323699,2/20/16,,,Female,Black,42,101,EMI Bond,OTHER AMT NARCOTIC SCHED I&II,720 ILCS 570/401(d)(i),Class 2 Felony,"$50,000 ","$50,000 ",CHICAGO,60636
1935192128,1398323702,2/20/16,,,Male,Black,41,101,Case Continued,PRED CRIM SEX ASLT/VICTIM <13,720 ILCS 5/11-1.40(a)(1),Class X Felony,"$750,000 ","$750,000 ",CHICAGO,60620
1935199717,1398323708,2/20/16,,,Male,Black,23,101,Case Continued,POSS FIREARM W/ DEFACED SER NO,720 ILCS 5/24-5(b),Class 3 Felony,$0 ,$0 ,Lynwood,60411
1935199717,1398323708,2/20/16,,,Male,Black,23,101,Stricken With Leave to Reinstate,OBSTRUCTING IDENTIFICATION,720 ILCS 5/31-4.5(a),Class A Misdemeanor,,$0 ,Lynwood,60411
1935199714,1398323711,2/20/16,,,Male,Black,46,101,EMI Bond,AMT NARC SCHED I/II/SCH/HS/PK,720 ILCS 570/407(b)(2),Class 1 Felony,"$50,000 ","$50,000 ",Chicago,60636
1935196451,1398323713,2/20/16,,,Male,Black,27,101,Case Continued,AGG BATTERY/GREAT BODILY HARM,720 ILCS 5/12-3.05(a)(1),Class 3 Felony,"$750,000 ","$750,000 ",CHICAGO,60624
1935196453,1398323718,2/20/16,,,Male,Black,23,101,Case Continued,AGG ROBBERY/INDICATE ARM W/FIR,720 ILCS 5/18-1(b)(1),Class 1 Felony,"$150,000 ","$150,000 ",Chicago,60651
1935197582,1398323719,2/20/16,,,Male,Black,21,101,Case Continued,AGG BATTERY/DISCHARGE FIREARM,720 ILCS 5/12-3.05(e)(1),Class X Felony,"$1,000,000 ","$1,000,000 ",Chicago,60620
1935199186,1398323720,2/20/16,,,Male,Black,22,101,Case Continued,ROBBERY,720 ILCS 5/18-1(a),Class 2 Felony,"$100,000 ","$100,000 ",Chicago,60620
1935192998,1398323728,2/20/16,,,Male,Black,53,101,Case Continued,BURGLARY,720 ILCS 5/19-1(a),Class 2 Felony,"$10,000 ","$10,000 ",Chicago,60607
1935192606,1398323730,2/20/16,,,Male,Black,39,101,NOLLE,AGG DUI/3,625 ILCS 5/11-501(a),Class 2 Felony,$0 ,"$150,000 ",Chicago,60644
1935192606,1398323730,2/20/16,,,Male,Black,39,101,Case Continued,AGG DUI LIC SUSP OR REVOKED,625 ILCS 5/11-501(a),Class 4 Felony,"$50,000 ","$150,000 ",Chicago,60644
1935193377,1398323736,2/20/16,,,Male,Hispanic White,21,101,Case Continued,AGG UUW/LOADED/NO FCCA/FOID,720 ILCS 5/24-1.6(a)(1),Class 4 Felony,"$200,000 ","$275,000 ",Chicago,60639
1935193377,1398323736,2/20/16,,,Male,Hispanic White,21,101,Case Continued,POSS AMT CON SUB EXCEPT(A)/(D),720 ILCS 570/402(c),Class 4 Felony,"$75,000 ","$275,000 ",Chicago,60639
1935193377,1398323736,2/20/16,,,Male,Hispanic White,21,101,Case Continued,FIREARM/FOID INVALID/NO ELIG,430 ILCS 65/2(a)(1),Class 3 Felony,,"$275,000 ",Chicago,60639
1935195992,1398323737,2/20/16,,,Male,Black,18,101,Case Continued,AGG BATTERY/TRANSIT EMPLOYEE,720 ILCS 5/12-3.05(d)(7),Class 3 Felony,"$100,000 ","$100,000 ",Chicago,60636
1935192674,1398323744,2/20/16,,,Male,White,33,101,Case Continued,AGGRAVATED BATTERY/MERCHANT,720 ILCS 5/12-3.05(d)(9),Class 3 Felony,"$10,000 ","$110,000 ",CHICAGO,60630
1935192674,1398323744,2/20/16,,,Male,White,33,101,Case Continued,"Violation, Modification, or Revocation of Probation",730 ILCS 5 5-6-4,,"$100,000 ","$110,000 ",CHICAGO,60630
1935192395,1398323745,2/20/16,,,Male,Asian,41,101,Case Continued,THEFT/DISP MERCH/<$300/PRECONV,720 ILCS 5/16-25(a)(1),Class 4 Felony,"$25,000 ","$55,000 ",CHICAGO,60630
1935192395,1398323745,2/20/16,,,Male,Asian,41,101,Case Continued,"Violation, Modification, or Revocation of Probation",730 ILCS 5 5-6-4,,"$15,000 ","$55,000 ",CHICAGO,60630
1935192972,1398323750,2/20/16,,,Male,Black,21,101,Case Continued,ARMED ROBBERY/ARMED W/FIREARM,720 ILCS 5/18-2(a)(2),Class X Felony,"$100,000 ","$250,000 ",,
1935193809,1398323753,2/20/16,,,Male,Black,62,101,Case Continued,BURGLARY,720 ILCS 5/19-1(a),Class 2 Felony,"$10,000 ","$10,000 ",Chicago,60609
1935196455,1398323757,2/20/16,,,Male,Hispanic Black,20,101,Case Continued,ARM VIOL/CATEGORY II WEAPON,720 ILCS 5/33A-2,Class X Felony,"$40,000 ","$115,000 ",Berwyn,60642
1935199190,1398323933,2/21/16,,,Female,White,50,100,Case Continued,THEFT/DECEPTION/<$500 PRIOR,720 ILCS 5/16-1(a)(2),Class 4 Felony,"$10,000 ","$10,000 ",CHICAGO,60612
1935195620,1398323934,2/21/16,,,Male,Black,29,100,Case Continued,MFG/DEL CAN 2.5<10 GRAMS/SCH,720 ILCS 550/5.2(d),Class 4 Felony,$0 ,$0 ,Chicago,60624
1935195620,1398323934,2/21/16,,,Male,Black,29,100,Case Continued,MURDER/INTENT TO KILL/INJURE,720 ILCS 5/9-1(a)(1),Class M Felony (Murder),$0 ,$0 ,Chicago,60624
1935191607,1398323936,2/21/16,,,Male,Black,44,100,Case Continued,"Violation, Modification, or Revocation of Probation",730 ILCS 5 5-6-4,,"$75,000 ","$85,000 ",CHICAGO,60620
1935191607,1398323936,2/21/16,,,Male,Black,44,100,Case Continued,FAILURE TO REPORT ANNUALLY,730 ILCS 150/6,Class 3 Felony,"$10,000 ","$85,000 ",CHICAGO,60620
1935196460,1398323937,2/21/16,,,Male,Black,18,100,Case Continued,AGG UUW/PERSON/<21,720 ILCS 5/24-1.6(a)(2),Class 4 Felony,"$100,000 ","$250,000 ",Chicago,60628
1935196461,1398323938,2/21/16,,,Female,Hispanic White,21,100,NOLLE,PROSTITUTION,720 ILCS 5/11-14(a),Class A Misdemeanor,$0 ,"$10,000 ",WORTH,60482
1935196461,1398323938,2/21/16,,,Female,Hispanic White,21,100,Case Continued,POSS AMT CON SUB EXCEPT(A)/(D),720 ILCS 570/402(c),Class 4 Felony,"$10,000 ","$10,000 ",WORTH,60482
1935196739,1398323940,2/21/16,,,Male,Black,21,100,Case Continued,POSS FIREARM W/ DEFACED SER NO,720 ILCS 5/24-5(b),Class 3 Felony,$0 ,"$200,000 ",WESTCHESTER,0
1935196739,1398323940,2/21/16,,,Male,Black,21,100,Case Continued,BATTERY/CAUSE BODILY HARM,720 ILCS 5/12-3(a)(1),Class A Misdemeanor,"$50,000 ","$200,000 ",WESTCHESTER,0
1935196739,1398323940,2/21/16,,,Male,Black,21,100,Case Continued,AGG UUW/VEH/FIR LOADED/NO FOID,720 ILCS 5/24-1.6(a)(1),Class 4 Felony,"$150,000 ","$200,000 ",WESTCHESTER,0
1935196739,1398323940,2/21/16,,,Male,Black,21,100,Case Continued,RECEIVE/POSS/SELL STOLEN VEH,625 ILCS 5/4-103(a)(1),Class 2 Felony,$0 ,"$200,000 ",WESTCHESTER,0
1935196464,1398323943,2/21/16,,,Male,Latino,44,100,Case Continued,PRED CRIM SEX ASLT/VICTIM <13,720 ILCS 5/11-1.40(a)(1),Class X Felony,"$100,000 ","$100,000 ",CHICAGO,60647
1935193472,1398323944,2/21/16,,,Male,Black,43,100,Case Continued,AGG ROBBERY/INDICATE ARM W/FIR,720 ILCS 5/18-1(b)(1),Class 1 Felony,"$150,000 ","$150,000 ",CHICAGO,60628
1935196466,1398323947,2/21/16,,,Male,Black,20,100,Case Continued,FELON POSS/USE WEAPON/FIREARM,720 ILCS 5/24-1.1(a),Class 3 Felony,"$100,000 ","$250,000 ",Chicago,60634
1935197171,1398323954,2/21/16,,,Male,Latino,25,100,Case Continued,ARMED ROBBERY/ARMED W/FIREARM,720 ILCS 5/18-2(a)(2),Class X Felony,"$150,000 ","$150,000 ",Norridge,60700
1935197495,1398323956,2/21/16,,,Male,Black,28,100,Case Continued,AGG DISCHARGE FIREARM/OCC BLDG,720 ILCS 5/24-1.2(a)(1),Class 1 Felony,"$750,000 ","$750,000 ",Chicago,60621
1935198529,1398323961,2/21/16,,,Male,Black,21,100,Case Continued,AGG FLEEING/2+ CON DEVICES,625 ILCS 5/11-204.1(a)(4),Class 4 Felony,"$50,000 ","$50,000 ",Chicago,60617
1935194397,1398323971,2/21/16,,,Male,Black,39,100,Case Continued,AGG DUI LIC SUSP OR REVOKED,625 ILCS 5/11-501(a),Class 4 Felony,"$10,000 ","$10,000 ",Broadview,60155
1935194397,1398323971,2/21/16,,,Male,Black,39,100,Case Continued,ARMED HABITUAL CRIMINAL,720 ILCS 5/24-1.7(a),Class X Felony,$0 ,"$10,000 ",Broadview,60155
1935196697,1398324208,2/22/16,,,Male,Hispanic White,41,99,Case Continued,POSS AMT CON SUB EXCEPT(A)/(D),720 ILCS 570/402(c),Class 4 Felony,$0 ,"$100,000 ",,
1935196697,1398324208,2/22/16,,,Male,Hispanic White,41,99,Case Continued,AGG BTRY/GREAT BOD HARM/PC OFF,720 ILCS 5/12-3.05(a)(3),Class 1 Felony,"$100,000 ","$100,000 ",,
1935196330,1398324209,2/22/16,,,Female,White,26,99,Case Continued,POSS AMT CON SUB EXCEPT(A)/(D),720 ILCS 570/402(c),Class 4 Felony,"$100,000 ","$100,000 ",Hammond,46324
1935196330,1398324209,2/22/16,,,Female,White,26,99,Case Continued,FORGERY/ISSUE DOCUMENT/1 UPC,720 ILCS 5/17-3(a)(2),Class 4 Felony,$0 ,"$100,000 ",Hammond,46324
1935198644,1398324212,2/22/16,,,Male,Black,30,99,Case Continued,CRIM SEX ASSAULT/FORCE,720 ILCS 5/11-1.20(a)(1),Class 1 Felony,"$100,000 ","$300,000 ",Des Plaines,60016
1935198644,1398324212,2/22/16,,,Male,Black,30,99,Case Continued,AGG KIDNAPING/INFLICT HARM,720 ILCS 5/10-2(a)(3),Class 1 Felony,"$100,000 ","$300,000 ",Des Plaines,60016
1935198644,1398324212,2/22/16,,,Male,Black,30,99,Case Continued,CRIMINAL SEXUAL ABUSE/FORCE,720 ILCS 5/11-1.50(a)(1),Class 4 Felony,"$100,000 ","$300,000 ",Des Plaines,60016
1935194059,1398324216,2/22/16,,,Male,Black,57,99,Case Continued,CRIM DAMAGE TO PROPERTY <$300,720 ILCS 5/21-1(a)(1),Class A Misdemeanor,"$5,000 ","$5,000 ",HOMELESS,HOMELESS
1935197111,1398324217,2/22/16,,,Male,Black,22,99,Case Continued,RETAIL THEFT/DISP MERCH/<$300,720 ILCS 5/16-25(a)(1),Class A Misdemeanor,"$2,000 ","$12,000 ",CHICAGO,60624
1935197111,1398324217,2/22/16,,,Male,Black,22,99,Case Continued,RET THEFT/DISP MERCH/>$300,720 ILCS 5/16-25(a)(1),Class 3 Felony,"$10,000 ","$12,000 ",CHICAGO,60624
1935193113,1398324218,2/22/16,,,Male,Black,43,99,Case Continued,ESCAPE/VIOLATE ELEC MONITORING,730 ILCS 5/5-8A-4.1(a),Class 3 Felony,$0 ,"$100,000 ",CHICAGO,60624
1935193113,1398324218,2/22/16,,,Male,Black,43,99,Case Continued,POSS AMT CON SUB EXCEPT(A)/(D),720 ILCS 570/402(c),Class 4 Felony,"$50,000 ","$100,000 ",CHICAGO,60624
1935193113,1398324218,2/22/16,,,Male,Black,43,99,Case Continued,MFG/DEL HEROIN/SCH/PUB HS/PK,720 ILCS 570/407(b)(1),Class X Felony,$0 ,"$100,000 ",CHICAGO,60624
1935195738,1398324219,2/22/16,,,Male,White,29,99,Case Continued,DOMESTIC BATTERY/BODILY HARM,720 ILCS 5/12-3.2(a)(1),Class A Misdemeanor,"$100,000 ","$650,000 ",BRIDGEVIEW,60455
1935195738,1398324219,2/22/16,,,Male,White,29,99,Case Continued,VIO ORDER/NOTICE/PRIOR VIO O/P,720 ILCS 5/12-3.4(a)(2),Class 4 Felony,"$100,000 ","$650,000 ",BRIDGEVIEW,60455
1935195738,1398324219,2/22/16,,,Male,White,29,99,Case Continued,CRIM DMG/GOVT PROP/<$500,720 ILCS 5/21-1.01(a)(1),Class 4 Felony,"$300,000 ","$650,000 ",BRIDGEVIEW,60455
1935191587,1398324223,2/22/16,,,Male,White,33,99,Case Continued,RET THEFT/DISP MERCH/>$300,720 ILCS 5/16-25(a)(1),Class 3 Felony,$0 ,"$100,000 ",Worth,60482
1935191587,1398324223,2/22/16,,,Male,White,33,99,Case Continued,RETAIL THEFT/DISP MERCH/<$300,720 ILCS 5/16-25(a)(1),Class A Misdemeanor,"$100,000 ","$100,000 ",Worth,60482
1935196474,1398324237,2/22/16,,,Male,Black,39,99,Case Continued,THEFT/DISP MERCH/<$300/PRECONV,720 ILCS 5/16-25(a)(1),Class 4 Felony,"$10,000 ","$10,000 ",CHICAGO,60636
1935195842,1398324244,2/22/16,,,Male,Black,54,99,Case Continued,BURGLARY,720 ILCS 5/19-1(a),Class 2 Felony,"$50,000 ","$50,000 ",Chicago,60606
1935192850,1398324251,2/22/16,,,Female,Black,25,99,EMI Bond,DRIVING RVK/SUSP DUI/SSS 2ND,625 ILCS 5/6-303(a),Class 4 Felony,"$25,000 ","$25,000 ",CHICAGO,60636
1935192850,1398324251,2/22/16,,,Female,Black,25,99,Case Continued,MFG/DEL 1<15 GR HEROIN/ANALOG,720 ILCS 570/401(c)(1),Class 1 Felony,$0 ,"$25,000 ",CHICAGO,60636
1935199405,1398324265,2/22/16,,,Male,Black,46,99,Case Continued,POSS AMT CON SUB EXCEPT(A)/(D),720 ILCS 570/402(c),Class 4 Felony,"$10,000 ","$10,000 ",ELGIN,60420
1935196649,1398324267,2/22/16,,,Male,White,31,99,EMI Bond,POSS AMT CON SUB EXCEPT(A)/(D),720 ILCS 570/402(c),Class 4 Felony,"$30,000 ","$55,000 ",Westchester,60154
1935196649,1398324267,2/22/16,,,Male,White,31,99,Case Continued,THEFT CON INTENT <$500 PRIOR,720 ILCS 5/16-1(a)(1)(A),Class 4 Felony,"$25,000 ","$55,000 ",Westchester,60154
1935196649,1398324267,2/22/16,,,Male,White,31,99,Stricken With Leave to Reinstate,CRIMINAL TRESPASS TO VEHICLES,720 ILCS 5/21-2,Class A Misdemeanor,$0 ,"$55,000 ",Westchester,60154
1935193612,1398324271,2/22/16,,,Male,Black,49,99,Case Continued,THEFT/DISP MERCH/<$300/PRECONV,720 ILCS 5/16-25(a)(1),Class 4 Felony,"$25,000 ","$35,000 ",Chgo,60631
1935198340,1398324284,2/22/16,,,Female,White,42,99,Case Continued,RET THEFT/DISP MERCH/>$300,720 ILCS 5/16-25(a)(1),Class 3 Felony,"$100,000 ","$100,000 ",Chicago,0
1935198605,1398324293,2/22/16,,,Male,White,24,99,Case Continued,"Violation, Modification, or Revocation of Probation",730 ILCS 5 5-6-4,,$0 ,$0 ,Lincolnwood,60712
1935198605,1398324293,2/22/16,,,Male,White,24,99,Case Continued,MURDER/INTENT TO KILL/INJURE,720 ILCS 5/9-1(a)(1),Class M Felony (Murder),$0 ,$0 ,Lincolnwood,60712
1935198605,1398324293,2/22/16,,,Male,White,24,99,Time Considered Served,POSS CANNABIS/10-30 GRAM/1ST,720 ILCS 550/4(c),Class A Misdemeanor,$0 ,$0 ,Lincolnwood,60712
1935196492,1398324295,2/22/16,,,Male,White,24,99,Case Continued,MURDER/INTENT TO KILL/INJURE,720 ILCS 5/9-1(a)(1),Class M Felony (Murder),$0 ,$0 ,CHICAGO,60606
1935199558,1398324299,2/22/16,,,Male,Black,35,99,Case Continued,AGG CRIM SEX ABUSE/BODILY HARM,720 ILCS 5/11-1.60(a)(2),Class 2 Felony,"$350,000 ","$350,000 ",Cicero,60804
1935196109,1398324301,2/22/16,,,Male,Latino,27,99,Case Continued,PRED CRIM SEX ASLT/VICTIM <13,720 ILCS 5/11-1.40(a)(1),Class X Felony,"$450,000 ","$450,000 ",Chicago,60623
1935199078,1398324311,2/22/16,,,Male,Black,35,99,Case Continued,ARMED HABITUAL CRIMINAL,720 ILCS 5/24-1.7(a),Class X Felony,"$250,000 ","$250,000 ",CHICAGO,60620
1935196495,1398324312,2/22/16,,,Male,Black,18,99,Case Continued,MURDER/INTENT TO KILL/INJURE,720 ILCS 5/9-1(a)(1),Class M Felony (Murder),"$500,000 ","$500,000 ",Chicago,60621
1935191547,1398324499,2/23/16,,,Male,Latino,35,98,Case Continued,MURDER,720 ILCS 5/9-1,Generic Code For Any Class,$0 ,$0 ,CHICAGO,60608
1935196496,1398324500,2/23/16,,,Male,Black,50,98,Case Continued,POSS AMT CON SUB EXCEPT(A)/(D),720 ILCS 570/402(c),Class 4 Felony,"$40,000 ","$40,000 ",BLOOMINGTON,61704
1935196497,1398324501,2/23/16,,,Male,Black,19,98,Case Continued,CRIMINAL TRESPASS TO LAND,720 ILCS 5/21-3(a),Class B Misdemeanor,"$2,500 ","$80,000 ",PARK FOREST,60466
1935196497,1398324501,2/23/16,,,Male,Black,19,98,Case Continued,AGG BATTERY/GREAT BODILY HARM,720 ILCS 5/12-3.05(a)(1),Class 3 Felony,"$75,000 ","$80,000 ",PARK FOREST,60466
1935194504,1398324504,2/23/16,,,Male,Black,53,98,Case Continued,RET THEFT/DISP MERCH/>$300,720 ILCS 5/16-25(a)(1),Class 3 Felony,"$25,000 ","$25,000 ",Evanston,60201
1935196500,1398324506,2/23/16,,,Male,Black,19,98,NOLLE,RECEIVE/POSS/SELL STOLEN VEH,625 ILCS 5/4-103(a)(1),Class 2 Felony,$0 ,"$200,000 ",CHICAGO,60631
1935196500,1398324506,2/23/16,,,Male,Black,19,98,Case Continued,AGG VEHICLE HIJACKING/FIREARM,720 ILCS 5/18-4(a)(4),Class X Felony,"$200,000 ","$200,000 ",CHICAGO,60631
1935192368,1398324509,2/23/16,,,Male,Latino,31,98,Case Continued,DRIVING ON SUSPENDED LICENSE,625 ILCS 5/6-303(a),Class A Misdemeanor,"$100,000 ","$100,000 ",Chicago Heights,60411
1935198555,1398324510,2/23/16,,,Male,Black,25,98,Case Continued,RET THEFT/DISP MERCH/>$300,720 ILCS 5/16-25(a)(1),Class 3 Felony,"$25,000 ","$25,000 ",CHICAGO,60628
1935198555,1398324510,2/23/16,,,Male,Black,25,98,Case Continued,"Violation, Modification, or Revocation of Probation",730 ILCS 5 5-6-4,,$0 ,"$25,000 ",CHICAGO,60628
1935193662,1398324511,2/23/16,,,Male,Black,62,98,NOLLE,THEFT/DISP MERCH/<$300/PRECONV,720 ILCS 5/16-25(a)(1),Class 4 Felony,$0 ,"$50,000 ",,
1935193662,1398324511,2/23/16,,,Male,Black,62,98,Case Continued,ESCAPE/VIOLATE ELEC MONITORING,730 ILCS 5/5-8A-4.1(a),Class 3 Felony,$0 ,"$50,000 ",,
1935196781,1398324513,2/23/16,,,Male,Black,22,98,Case Continued,BATTERY/MAKES PHYSICAL CONTACT,720 ILCS 5/12-3(a)(2),Class A Misdemeanor,"$2,500 ","$5,000 ",CHICAGO,60644
1935196781,1398324513,2/23/16,,,Male,Black,22,98,Case Continued,BATTERY/CAUSE BODILY HARM,720 ILCS 5/12-3(a)(1),Class A Misdemeanor,"$2,500 ","$5,000 ",CHICAGO,60644
1935196781,1398324513,2/23/16,,,Male,Black,22,98,Time Considered Served,THEFT/LABOR/SERVICES/PROPERTY,720 ILCS 5/16-3(a),Class A Misdemeanor,$0 ,"$5,000 ",CHICAGO,60644
1935196909,1398324519,2/23/16,,,Male,Black,21,98,Case Continued,ARMED ROBBERY/ARMED W/FIREARM,720 ILCS 5/18-2(a)(2),Class X Felony,"$100,000 ","$100,000 ",CHICAGO,60629
1935199533,1398324523,2/23/16,,,Male,Black,34,98,Case Continued,"Violation, Modification, or Revocation of Probation",730 ILCS 5 5-6-4,,"$50,000 ","$150,000 ",Chicago,60636
1935199533,1398324523,2/23/16,,,Male,Black,34,98,Case Continued,POSS AMT CON SUB EXCEPT(A)/(D),720 ILCS 570/402(c),Class 4 Felony,"$100,000 ","$150,000 ",Chicago,60636
1935196507,1398324526,2/23/16,,,Male,Black,28,98,EMI Bond,FORGERY/ISSUE DOCUMENT/1 UPC,720 ILCS 5/17-3(a)(2),Class 4 Felony,"$25,000 ","$122,500 ",bellwood,60104
1935196507,1398324526,2/23/16,,,Male,Black,28,98,EMI Bond,FORGERY/ISSUE DOCUMENT/1 UPC,720 ILCS 5/17-3(a)(2),Class 4 Felony,"$50,000 ","$122,500 ",bellwood,60104
1935196507,1398324526,2/23/16,,,Male,Black,28,98,Case Continued,FORGERY/ISSUE DOCUMENT/1 UPC,720 ILCS 5/17-3(a)(2),Class 4 Felony,"$2,500 ","$122,500 ",bellwood,60104
